index,class,guid,solidMass,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,maxFaceCentreOfMassX,maxFaceCentreOfMassY,maxFaceCentreOfMassZ,maxFaceAxisLocationX,maxFaceAxisLocationY,maxFaceAxisLocationZ,maxFaceAxisDirectX,maxFaceAxisDirectY,maxFaceAxisDirectZ,maxFacePerimeter,maxFaceMaxEdgeCentreX,maxFaceMaxEdgeCentreY,maxFaceMaxEdgeCentreZ,maxFaceMinEdgeCentreX,maxFaceMinEdgeCentreY,maxFaceMinEdgeCentreZ,maxFaceEdgeLengthAverage,maxFaceEdgeLengthVariance,minFaceMass,minFaceCentreOfMassX,minFaceCentreOfMassY,minFaceCentreOfMassZ,minFaceAxisLocationX,minFaceAxisLocationY,minFaceAxisLocationZ,minFaceAxisDirectX,minFaceAxisDirectY,minFaceAxisDirectZ,minFacePerimeter,minFaceMaxEdgeCentreX,minFaceMaxEdgeCentreY,minFaceMaxEdgeCentreZ,minFaceMinEdgeCentreX,minFaceMinEdgeCentreY,minFaceMinEdgeCentreZ,minFaceEdgeLengthAverage,minFaceEdgeLengthVariance,faceMassAverage,faceMassVariance,edgeCount,edgeLenSum,assembly_no
46,HGP,5b8c7ab1-0000-216f-3135-333539333737,217197272.3,428750,7112.805267,1324.09897,43802325.75,21719729.15,428755,7112.805577,1324.098883,428755,8518.840545,638.2238326,1,-6.35E-16,1.37E-15,36287.00009,428755,7573.869929,2327.153768,428755,13273.74717,2315.349933,35.54064651,125328.6721,27.36848385,428748.3333,7487.694275,3.638199431,428748.9816,7487.685894,3.743994538,-1.00E-17,-0.996877134,-0.078968225,26.87375626,428745,7487.766316,2.728765574,428745,7487.766316,2.728765574,8.957918752,6.396595841,42362.01717,9.11E+11,3074,85635.60079,C3-JD-24
47,HGP,5b8c7ab1-0000-21bf-3135-333539333737,244835626.3,428750,-3499.998669,1319.748104,49418082.59,24483564.78,428745,-3499.998733,1319.747988,428745,-3500.070485,166.9352136,-1,3.75E-14,4.79E-13,45095.75766,428745,-699.9993454,2534.00079,428745,-6844.046235,276.5270201,44.34194461,76131.58705,58.15616695,428750,-6844.046235,276.5270201,428750,-6844.046235,276.5270201,0,0.428521372,-0.903531645,31.63123339,428755,-6844.046235,276.5270201,428755,-6844.046235,276.5270201,7.907808347,4.377265911,48401.64799,1.17E+12,3053,101021.7917,C3-JD-24
48,HGP,5b8c7ab1-0000-220f-3135-333539333737,232607389.4,428750,-14152.52172,1277.318951,46789730.35,23260738.94,428745,-14152.52172,1277.318951,428745,-19750.29578,1923.706466,-1,0,-1.49E-19,26825.24631,428745,-14573.86997,2327.153646,428745,-20092.43267,2155.926131,547.4540064,3684755.129,57.0838791,428750,-20092.43267,2155.926131,428750,-20092.43267,2155.926131,0,0.27818809,0.960526619,31.41677582,428755,-20092.43267,2155.926131,428755,-20092.43267,2155.926131,7.854193955,4.604483584,917445.6931,2.04E+13,147,54140.49262,C3-JD-24
49,HGP,5b8c7ab1-0000-225f-3135-333539333737,217197346.7,436250,7112.807467,1324.099164,43802344.95,21719745.51,436255,7112.810439,1324.099292,436255,8518.842451,638.2238441,1,-3.99E-16,-1.19E-15,36287.01507,436255,7573.869929,2327.153768,436255,13273.77325,2315.357834,35.54066118,125328.6668,27.31342865,436248.3333,13546.65426,2305.754668,436248.983,13546.54777,2305.751787,-1.18E-18,-0.027047178,0.999634158,26.8574624,436245,13547.56437,2305.779293,436245,13547.56437,2305.779293,8.952487467,6.413591744,42198.7909,9.07E+11,3078,86602.63659,C3-JD-24
50,HGP,5b8c7ab1-0000-22af-3135-333539333737,244835626.3,436250,-3499.998669,1319.748104,49418082.59,24483564.78,436245,-3499.998733,1319.747988,436245,-3500.070485,166.9352136,-1,3.75E-14,4.79E-13,45095.75766,436245,-699.9993454,2534.00079,436245,-6844.046235,276.5270201,44.34194461,76131.58705,58.15616695,436250,-6844.046235,276.5270201,436250,-6844.046235,276.5270201,0,0.428521372,-0.903531645,31.63123339,436255,-6844.046235,276.5270201,436255,-6844.046235,276.5270201,7.907808347,4.377265911,48401.64799,1.17E+12,3053,101021.7917,C3-JD-24
51,HGP,5b8c7ab1-0000-22ff-3135-333539333737,232607389.4,436250,-14152.52172,1277.318951,46789730.35,23260738.94,436245,-14152.52172,1277.318951,436245,-19750.29578,1923.706466,-1,0,-1.49E-19,26825.24631,436245,-14573.86997,2327.153646,436245,-20092.43267,2155.926131,547.4540064,3684755.129,57.0838791,436250,-20092.43267,2155.926131,436250,-20092.43267,2155.926131,0,0.27818809,0.960526619,31.41677582,436255,-20092.43267,2155.926131,436255,-20092.43267,2155.926131,7.854193955,4.604483584,917445.6931,2.04E+13,147,54140.49262,C3-JD-24
52,HGP,5b8c7ab1-0000-234f-3135-333539333737,217197383.8,440000,7112.808565,1324.099262,43802354.57,21719753.69,440005,7112.81287,1324.099496,440005,8518.843404,638.2238499,1,-2.34E-16,7.52E-15,36287.02256,440005,7573.869929,2327.153768,440005,13273.78629,2315.361785,35.54066852,125328.6642,27.2427868,439998.3333,13546.66381,2305.754165,439998.9849,13546.55681,2305.751292,-4.75E-18,-0.026840028,0.999639742,26.8365676,439995,13547.57158,2305.778538,439995,13547.57158,2305.778538,8.945522534,6.435478124,42198.80016,9.07E+11,3078,86602.60907,C3-JD-24
53,HGP,5b8c7ab1-0000-239f-3135-333539333737,244835626.3,440000,-3499.998669,1319.748104,49418082.59,24483564.78,439995,-3499.998733,1319.747988,439995,-3500.070485,166.9352136,-1,3.75E-14,4.79E-13,45095.75766,439995,-699.9993454,2534.00079,439995,-6844.046235,276.5270201,44.34194461,76131.58705,58.15616695,440000,-6844.046235,276.5270201,440000,-6844.046235,276.5270201,0,0.428521372,-0.903531645,31.63123339,440005,-6844.046235,276.5270201,440005,-6844.046235,276.5270201,7.907808347,4.377265911,48401.64799,1.17E+12,3053,101021.7917,C3-JD-24
54,HGP,5b8c7ab1-0000-23ef-3135-333539333737,232607389.4,440000,-14152.52172,1277.318951,46789730.35,23260738.94,439995,-14152.52172,1277.318951,439995,-19750.29578,1923.706466,-1,0,-1.49E-19,26825.24631,439995,-14573.86997,2327.153646,439995,-20092.43267,2155.926131,547.4540064,3684755.129,57.0838791,440000,-20092.43267,2155.926131,440000,-20092.43267,2155.926131,0,0.27818809,0.960526619,31.41677582,440005,-20092.43267,2155.926131,440005,-20092.43267,2155.926131,7.854193955,4.604483584,917445.6931,2.04E+13,147,54140.49262,C3-JD-24
55,HGP,5b8c7ab1-0000-243f-3135-333539333737,206316710.9,432500,5918.885067,1253.999511,34707887.38,17193060.67,432506,5918.885343,1253.999405,432506,6151.958663,238.5100689,1,8.66E-16,-5.41E-16,26813.98564,432506,5983.518821,2366.913184,432506,7449.057941,224.5546135,41.50771771,108592.3082,32.84218062,432498,7487.694275,3.638199444,432498.9289,7487.681736,3.796484716,5.34E-18,-0.996877134,-0.078968225,30.66313786,432494,7487.766316,2.728765587,432494,7487.766316,2.728765587,10.22104595,11.50445716,53232.9561,9.04E+11,1942,62402.81691,C3-JD-24
56,HGP,5b8c7ab1-0000-248b-3135-333539333737,293802743.9,432500,-3499.998682,1319.74821,49508272.79,24483564.09,432494,-3499.998744,1319.748097,432494,-3500.070432,166.9353432,-1,-1.94E-14,1.50E-13,45095.75695,432494,-699.9993547,2534.000927,432494,-7638.621556,278.5669935,44.3419439,76131.58704,69.78740034,432500,-7638.621556,278.5669935,432500,-7638.621556,278.5669935,0,0.273024955,-0.962006951,35.63123339,432506,-7638.621556,278.5669935,432506,-7638.621556,278.5669935,8.907808347,9.561649217,48489.98314,1.17E+12,3053,103055.9241,C3-JD-24
57,HGP,5b8c7ab1-0000-24db-3135-333539333737,219821100.9,432500,-12933.65159,1205.529491,36879721.15,18318425.08,432494,-12933.65159,1205.529491,432494,-13442.67668,1047.621442,-1,0,0,20239.2494,432494,-12983.47962,2366.913428,432494,-17056.69104,1387.053031,4047.84988,5434067.196,21670.38613,432500,-17056.69104,1387.053031,432500,-17056.69104,1387.053031,0,-0.977673697,0.210128869,3635.731021,432500,-17246.42328,504.2794252,432500,-17246.42328,504.2794252,908.9327554,804488.3677,5268531.593,6.81E+13,15,40538.4988,C3-JD-24
58,ZRP,5b8c7ab1-0000-2537-3135-333539333737,5039995.421,440000.0003,4699.771034,3030.014605,388799.6621,167999.8474,440000.0003,4700.145917,3045.00992,440000.0003,4700.145917,3045.00992,1.04E-24,0.024992183,0.999687647,1759.99891,440000.0003,4560.189647,3048.508825,440300,4700.145917,3045.00992,439.9997275,25599.91279,8400,439700.0005,4699.771034,3030.014605,439700.0005,4699.771034,3030.014605,-1,3.25E-10,-8.12E-12,620,439700.0005,4559.814764,3033.51351,439700.0005,4559.814764,3033.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
59,ZRP,5b8c7ab1-0000-253b-3135-333539333737,5039995.421,440000.0003,3499.770934,3060.014605,388799.6621,167999.8474,440000.0003,3500.145817,3075.00992,440000.0003,3500.145817,3075.00992,1.04E-24,0.024992183,0.999687647,1759.99891,440000.0003,3360.189547,3078.508825,439700.0005,3500.145817,3075.00992,439.9997275,25599.91279,8400,439700.0005,3499.770934,3060.014605,439700.0005,3499.770934,3060.014605,-1,3.25E-10,-8.12E-12,620,439700.0005,3359.814664,3063.51351,439700.0005,3359.814664,3063.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
60,ZRP,5b8c7ab1-0000-253f-3135-333539333737,5039995.421,440000.0003,-11699.77107,3030.014605,388799.6621,167999.8474,440000.0003,-11699.39619,3015.01929,440000.0003,-11699.39619,3015.01929,1.05E-24,0.024992183,-0.999687647,1759.99891,440000.0003,-11559.43992,3018.518196,439700.0005,-11699.39619,3015.01929,439.9997275,25599.91279,8400,439700.0005,-11699.77107,3030.014605,439700.0005,-11699.77107,3030.014605,-1,-3.25E-10,-8.12E-12,620,439700.0005,-11559.8148,3033.51351,439700.0005,-11559.8148,3033.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
61,ZRP,5b8c7ab1-0000-2543-3135-333539333737,5039995.421,440000.0003,-10499.77097,3060.014605,388799.6621,167999.8474,440000.0003,-10499.39609,3045.01929,440000.0003,-10499.39609,3045.01929,1.05E-24,0.024992183,-0.999687647,1759.99891,440000.0003,-10359.43982,3048.518196,439700.0005,-10499.39609,3045.01929,439.9997275,25599.91279,8400,439700.0005,-10499.77097,3060.014605,439700.0005,-10499.77097,3060.014605,-1,-3.25E-10,-8.12E-12,620,439700.0005,-10359.8147,3063.51351,439700.0005,-10359.8147,3063.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
62,ZRP,5b8c7ab1-0000-2547-3135-333539333737,5039995.421,432500.0003,4699.771034,3030.014605,388799.6621,167999.8474,432500.0003,4700.145917,3045.00992,432500.0003,4700.145917,3045.00992,1.04E-24,0.024992183,0.999687647,1759.99891,432500.0003,4560.189647,3048.508825,432800,4700.145917,3045.00992,439.9997275,25599.91279,8400,432200.0005,4699.771034,3030.014605,432200.0005,4699.771034,3030.014605,-1,3.25E-10,-8.12E-12,620,432200.0005,4559.814764,3033.51351,432200.0005,4559.814764,3033.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
63,ZRP,5b8c7ab1-0000-254b-3135-333539333737,5039995.421,432500.0003,3499.770934,3060.014605,388799.6621,167999.8474,432500.0003,3500.145817,3075.00992,432500.0003,3500.145817,3075.00992,1.04E-24,0.024992183,0.999687647,1759.99891,432500.0003,3360.189547,3078.508825,432200.0005,3500.145817,3075.00992,439.9997275,25599.91279,8400,432200.0005,3499.770934,3060.014605,432200.0005,3499.770934,3060.014605,-1,3.25E-10,-8.12E-12,620,432200.0005,3359.814664,3063.51351,432200.0005,3359.814664,3063.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
64,ZRP,5b8c7ab1-0000-254f-3135-333539333737,5039995.421,432500.0003,-11699.77108,3030.014605,388799.6621,167999.8474,432500.0003,-11699.3962,3015.01929,432500.0003,-11699.3962,3015.01929,1.05E-24,0.024992183,-0.999687647,1759.99891,432500.0003,-11559.43993,3018.518196,432200.0005,-11699.3962,3015.01929,439.9997275,25599.91279,8400,432200.0005,-11699.77108,3030.014605,432200.0005,-11699.77108,3030.014605,-1,-3.25E-10,-8.12E-12,620,432200.0005,-11559.81481,3033.51351,432200.0005,-11559.81481,3033.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
65,ZRP,5b8c7ab1-0000-2553-3135-333539333737,5039995.421,432500.0003,-10499.77098,3060.014605,388799.6621,167999.8474,432500.0003,-10499.3961,3045.01929,432500.0003,-10499.3961,3045.01929,1.05E-24,0.024992183,-0.999687647,1759.99891,432500.0003,-10359.43983,3048.518196,432200.0005,-10499.3961,3045.01929,439.9997275,25599.91279,8400,432200.0005,-10499.77098,3060.014605,432200.0005,-10499.77098,3060.014605,-1,-3.25E-10,-8.12E-12,620,432200.0005,-10359.81471,3063.51351,432200.0005,-10359.81471,3063.51351,155,15625,64799.94368,5340470010,12,3639.99782,C3-JD-24
66,ZGP,5b8c7ab1-0000-2557-3135-333539333737,101584686.5,434373.1931,-11100.00002,1217.817378,17115432.99,8465390.585,434373.1931,-11094.00002,1217.817379,434759.4525,-11094.00002,1001.860592,-2.98E-17,1,3.25E-17,15387.6592,434375.5,-11094.00002,0.000527897,436075.1056,-11094.00002,2418.371617,160.2881166,347227.265,15.07493424,436075.1056,-11100.00002,2418.371617,436075.1056,-11100.00002,2418.371617,0.999996748,3.66E-10,-0.002550233,26.51248904,436075.1056,-11106.00002,2418.371617,436075.1056,-11106.00002,2418.371617,6.62812226,28.85707045,174647.2754,1.43E+12,288,31927.31829,C3-JD-24
67,ZGP,5b8c7ab1-0000-256f-3135-333539333737,21444035.58,428370.2916,-11100.00014,1211.184355,3652828.795,1787002.968,428370.2916,-11094.00014,1211.184356,428485.8994,-11094.00017,689.1244179,6.06E-16,1,-6.90E-08,6568.572172,428000,-11094.00014,1227.000181,428575.1056,-11094.00006,2418.371634,134.0524933,186825.1766,15.0734562,428575.1056,-11100.00006,2418.371634,428575.1056,-11100.00006,2418.371634,0.999996749,2.34E-10,-0.002549996,26.5122427,428575.1056,-11094.00006,2418.371634,428575.1056,-11094.00006,2418.371634,6.628060675,28.85773211,71624.09403,1.20E+11,147,13725.14434,C3-JD-24
68,ZGP,5b8c7ab1-0000-257b-3135-333539333737,101586366.7,430622.0968,-11100.00002,1217.83706,17115713.03,8465530.603,430622.0968,-11094.00002,1217.837061,431007.7191,-11094.00002,1001.860662,-2.96E-17,1,3.09E-17,15387.6593,430624.5,-11094.00002,0.000625583,432324.1056,-11094.00002,2418.371656,160.2881177,347516.4463,15.07633666,432324.1056,-11100.00002,2418.371656,432324.1056,-11100.00002,2418.371656,0.999996749,3.66E-10,-0.002549996,26.51272278,432324.1056,-11106.00002,2418.371656,432324.1056,-11106.00002,2418.371656,6.628180694,28.85644265,174650.133,1.43E+12,288,31927.3185,C3-JD-24
69,ZGP,5b8c7ab1-0000-258f-3135-333539333737,101615395.2,438122.63,-11100.00002,1217.83457,17120575.11,8467949.645,438122.63,-11094.00002,1217.834571,438508.3358,-11094.00002,1001.860578,-2.27E-17,1,2.08E-17,15389.65932,438125,-11094.00002,0.000518177,439825.1056,-11094.00002,2418.371559,160.3089512,347659.236,15.07633666,439825.1056,-11100.00002,2418.371559,439825.1056,-11100.00002,2418.371559,0.999996749,3.66E-10,-0.002549996,26.51272278,439825.1056,-11106.00002,2418.371559,439825.1056,-11106.00002,2418.371559,6.628180694,28.85644265,174699.7461,1.43E+12,288,31931.31854,C3-JD-24
70,ZGP,5b8c7ab1-0000-25af-3135-333539333737,80148362.67,441503.1518,-11100.00002,1219.958488,13521607.58,6679030.222,441503.1518,-11094.00002,1219.958488,441048.3165,-11094.00002,904.6360266,-1.71E-17,1,2.51E-17,13628.92794,441534.9403,-11094.00002,2418.999184,440069.8805,-11094.00002,2417.555308,191.9567316,376490.8354,34.65302791,440069.8805,-11100.00002,2417.555308,440069.8805,-11100.00002,2417.555308,-1,0,-3.52E-06,29.77550465,440069.8805,-11094.00002,2417.555308,440069.8805,-11094.00002,2417.555308,7.443876163,20.75826442,185227.5011,1.19E+12,213,28109.85588,C3-JD-24
71,ZGP,5b8c7ab1-0000-25bb-3135-333539333737,101584691.7,434373.193,4100.000016,1217.817438,17115433.91,8465391.018,434373.193,4106.000016,1217.817439,434759.4524,4106.000016,1001.861152,1.09E-17,1,-3.03E-17,15387.66387,434375.5,4106.000016,0.000527897,436075.1056,4106.000016,2418.371617,160.2881653,347227.6724,15.07493424,436075.1056,4100.000016,2418.371617,436075.1056,4100.000016,2418.371617,0.999996748,3.66E-10,-0.002550233,26.51248904,436075.1056,4094.000016,2418.371617,436075.1056,4094.000016,2418.371617,6.62812226,28.85707045,174647.2848,1.43E+12,288,31927.32764,C3-JD-24
72,ZGP,5b8c7ab1-0000-25cf-3135-333539333737,21444035.58,428370.2916,4099.999972,1211.184355,3652828.795,1787002.968,428370.2916,4105.999972,1211.184356,428485.8994,4105.999936,689.1244179,6.06E-16,1,-6.90E-08,6568.572172,428000,4105.999973,1227.000181,428575.1056,4106.000055,2418.371634,134.0524933,186825.1766,15.0734562,428575.1056,4100.000055,2418.371634,428575.1056,4100.000055,2418.371634,0.999996749,2.34E-10,-0.002549996,26.5122427,428575.1056,4106.000055,2418.371634,428575.1056,4106.000055,2418.371634,6.628060675,28.85773211,71624.09403,1.20E+11,147,13725.14434,C3-JD-24
73,ZGP,5b8c7ab1-0000-25db-3135-333539333737,101586371.6,430622.0967,4100.000016,1217.837116,17115713.89,8465531.007,430622.0967,4106.000016,1217.837117,431007.7191,4106.000016,1001.861236,4.16E-18,1,-1.94E-17,15387.66397,430624.5,4106.000016,0.000625583,432324.1056,4106.000016,2418.371656,160.2881664,347516.8575,15.07633666,432324.1056,4100.000016,2418.371656,432324.1056,4100.000016,2418.371656,0.999996749,3.66E-10,-0.002549996,26.51272278,432324.1056,4094.000016,2418.371656,432324.1056,4094.000016,2418.371656,6.628180694,28.85644265,174650.1418,1.43E+12,288,31927.32785,C3-JD-24
74,ZGP,5b8c7ab1-0000-25ef-3135-333539333737,101615400,438122.6299,4100.000016,1217.834625,17120575.96,8467950.042,438122.6299,4106.000016,1217.834626,438508.3357,4106.000016,1001.861135,1.11E-17,1,-2.95E-17,15389.66399,438125,4106.000016,0.000518177,439825.1056,4106.000016,2418.371559,160.3089999,347659.6424,15.07633666,439825.1056,4100.000016,2418.371559,439825.1056,4100.000016,2418.371559,0.999996749,3.66E-10,-0.002549996,26.51272278,439825.1056,4094.000016,2418.371559,439825.1056,4094.000016,2418.371559,6.628180694,28.85644265,174699.7547,1.43E+12,288,31931.32789,C3-JD-24
75,ZGP,5b8c7ab1-0000-2603-3135-333539333737,80148367,441503.1517,4100.000016,1219.958551,13521608.36,6679030.584,441503.1517,4106.000016,1219.958551,441048.3164,4106.000016,904.6368065,-8.57E-18,1,1.25E-17,13628.93262,441534.9403,4106.000016,2418.999184,440069.8805,4106.000016,2417.554045,191.9567974,376491.3442,34.68332509,440069.8805,4100.000016,2417.554045,440069.8805,4100.000016,2417.554045,-1,0,9.70E-14,29.78055418,440069.8805,4106.000016,2417.554045,440069.8805,4106.000016,2417.554045,7.445138545,20.74676287,185227.5118,1.19E+12,213,28109.86523,C3-JD-24
76,BFP,5b8c7ab1-0000-261f-3135-333539333737,704277612.4,435500,-20596.17741,2018.579302,47945744.51,23475920.41,435500,-20581.26287,2016.980408,435500,-20581.26287,2016.980408,0,0.994302748,-0.106592898,33130.12272,435500,-20664.67508,1238.908003,443000,-20581.26287,2016.980408,8282.53068,45124394.06,46951.84082,443000,-20596.17741,2018.579302,443000,-20596.17741,2018.579302,1,0,0,3190.122722,443000,-20679.58962,1240.506896,443000,-20679.58962,1240.506896,797.5306804,589103.3454,7990957.418,1.20E+14,12,66380.24544,C3-JD-24
77,TBP,5b8c7ab1-0000-2623-3135-333539333737,14540340.44,428750,4089.013512,2670.784118,3046663.39,1454034.044,428755,4089.013512,2670.784118,428755,4092.648846,2812.091058,1,-3.25E-10,7.31E-12,13859.53024,428755,4082.881901,2424.431555,428755,2300.055648,3024.202855,33.96943686,34718.21748,54.92136669,428750,2310.731051,3026.485209,428750,2310.731051,3026.485209,-1.24E-10,-0.35947413,0.933155051,30.98427334,428745,2310.731051,3026.485209,428745,2310.731051,3026.485209,7.746068335,5.080207951,7430.886317,10261595549,1224,31799.06048,C3-JD-24
78,TBP,5b8c7ab1-0000-2642-3135-333539333737,9687200.712,428750,7088.06611,2595.591217,2033668.66,968720.0712,428745,7088.06611,2595.591217,428745,7091.804229,2740.910211,-1,-2.77E-15,-8.10E-14,9622.851805,428745,7081.941424,2349.455036,428745,8266.110643,2891.610221,34.36732788,24047.08704,54.92135873,428750,8266.110643,2891.610221,428750,8266.110643,2891.610221,0,0.865432235,0.501025994,30.98427175,428745,8266.110643,2891.610221,428745,8266.110643,2891.610221,7.746067936,5.080209748,7211.590994,6605948778,840,22045.70361,C3-JD-24
79,TBP,5b8c7ab1-0000-2659-3135-333539333737,9248873.038,428750,9432.239866,2534.725169,1944524.224,924887.3038,428745,9432.239866,2534.725169,428745,9483.948204,2680.542875,-1,-1.34E-14,3.97E-13,9474.961595,428745,9443.911773,2290.405942,428745,8303.602184,2874.971213,33.96043582,22878.469,54.92134836,428750,8303.602184,2874.971213,428750,8303.602184,2874.971213,0,-0.209070713,0.977900525,30.98426967,428745,8303.602184,2874.971213,428745,8303.602184,2874.971213,7.746067418,5.080212083,6920.015031,6042873307,837,21739.92319,C3-JD-24
80,TBP,5b8c7ab1-0000-2670-3135-333539333737,11935744.09,428750,12009.70293,2487.935817,2496132.635,1193579.505,428755,12009.70374,2487.93718,428755,12149.44467,2595.302029,1,-3.25E-10,9.50E-12,10898.15057,428755,11827.85873,2230.807053,428755,13272.88741,2318.152868,31.86593733,20436.31688,27.19857799,428748.3333,12087.35264,2806.699846,428748.986,12087.34151,2806.593062,-3.24E-10,-0.99460432,0.103741244,26.82349818,428745,12087.4467,2807.601574,428745,12087.4467,2807.601574,8.94116606,6.449220033,7214.25617,8184876543,1028,25525.89877,C3-JD-24
