class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,faceMassAverage,faceMassVariance,edgeCount,segment_no
CN,6216f418-0002-c220-3136-343536373830,1005600,7000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c224-3136-343536373830,1005850,7000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c231-3136-343536373830,1005600,8000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c235-3136-343536373830,1005850,8000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c242-3136-343536373830,1005600,9000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c246-3136-343536373830,1005850,9000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c253-3136-343536373830,1005600,10000.00015,164.9598251,127977.2563,30965.84602,2197870968,72,lm-61
CN,6216f418-0002-c257-3136-343536373830,1005850,10000.00016,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c264-3136-343536373830,1005600,-1999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c268-3136-343536373830,1005850,-1999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c275-3136-343536373830,1005600,-2999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c279-3136-343536373830,1005850,-2999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c286-3136-343536373830,1005600,-3999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c28a-3136-343536373830,1005850,-3999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c297-3136-343536373830,1005600,-4999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c29b-3136-343536373830,1005850,-4999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c2a8-3136-343536373830,1005600,-5999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c2ac-3136-343536373830,1005850,-5999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c2b9-3136-343536373830,1005600,-6999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c2bd-3136-343536373830,1005850,-6999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c2ca-3136-343536373830,1005600,-7999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c2ce-3136-343536373830,1005850,-7999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c2db-3136-343536373830,1005600,-8999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c2df-3136-343536373830,1005850,-8999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c2ec-3136-343536373830,1005600,-9999.999853,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c2f0-3136-343536373830,1005850,-9999.999843,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c2fd-3136-343536373830,1005600,-11228.87874,338.5424545,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c301-3136-343536373830,1005850,-11230.10755,334.2795213,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c30e-3136-343536373830,1005600,-12093.66705,587.8237822,127977.2563,30965.84602,2197870968,72,lm-61
CN,6216f418-0002-c312-3136-343536373830,1005850,-12094.89586,583.560849,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-c31f-3136-343536373830,1005600,-12958.45536,837.1051099,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c323-3136-343536373830,1005850,-12959.68417,832.8421767,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c330-3136-343536373830,1005600,-13823.24367,1086.386438,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c334-3136-343536373830,1005850,-13824.47248,1082.123504,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-c341-3136-343536373830,1005600,-14688.03198,1335.667765,127977.2563,30965.84602,2197870968,72,lm-61
CN,6216f418-0002-c345-3136-343536373830,1005850,-14689.26079,1331.404832,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c352-3136-343536373830,1005600,-15552.82029,1584.949093,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c356-3136-343536373830,1005850,-15554.0491,1580.68616,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c368-3136-343536373830,1005600,11228.87903,338.5425362,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c36c-3136-343536373830,1005850,11230.10785,334.2796079,15481.39234,4587.297832,34538066.02,60,lm-61
CN,6216f418-0002-c379-3136-343536373830,1005600,12093.66733,587.8238639,127977.2563,30965.84602,2197870968,72,lm-61
CN,6216f418-0002-c37d-3136-343536373830,1005850,12094.89616,583.5609356,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c38a-3136-343536373830,1005600,12958.45564,837.1051916,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c38e-3136-343536373830,1005850,12959.68447,832.8422633,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c39b-3136-343536373830,1005600,13823.24395,1086.386519,127977.2563,30965.84602,2197870968,72,lm-61
CN,6216f418-0002-c39f-3136-343536373830,1005850,13824.47278,1082.123591,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c3ac-3136-343536373830,1005600,14688.03226,1335.667847,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c3b0-3136-343536373830,1005850,14689.26109,1331.404919,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c3bd-3136-343536373830,1005600,15552.82057,1584.949175,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c3c1-3136-343536373830,1005850,15554.0494,1580.686246,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c3d3-3136-343536373830,1005600,-613.0573904,3096.720654,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-c3d7-3136-343536373830,1005600,-587.0613469,3097.240574,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-c3f0-3136-343536373830,1005600,-1123.057848,3025.614988,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c3f4-3136-343536373830,1005600,-1105.481512,3029.497311,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c3f8-3136-343536373830,1005600,-874.458909,3030.586955,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c3fc-3136-343536373830,1005600,-892.1764195,3033.763403,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c400-3136-343536373830,1006007,-999.1874553,3049.354515,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c57a-3136-343536373830,1005600,-363.1073754,3101.719654,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-c57e-3136-343536373830,1005600,-337.1113319,3102.239574,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-c597-3136-343536373830,1005600,-113.1573604,3106.718655,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-c59b-3136-343536373830,1005600,-87.1613169,3107.238574,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-c5b4-3136-343536373830,1005600,-1722.937884,3013.617388,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c5b8-3136-343536373830,1005600,-1705.361548,3017.499711,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c5bc-3136-343536373830,1005600,-1474.338945,3018.589354,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c5c0-3136-343536373830,1005600,-1492.056455,3021.765802,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c5c4-3136-343536373830,1006007,-1599.067491,3037.356915,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c603-3136-343536373830,1005600,-2322.81792,3001.619787,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c607-3136-343536373830,1005600,-2305.241584,3005.50211,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c60b-3136-343536373830,1005600,-2074.218981,3006.591754,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c60f-3136-343536373830,1005600,-2091.936491,3009.768201,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c613-3136-343536373830,1006007,-2198.947527,3025.359314,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c652-3136-343536373830,1005600,-2922.697956,2989.622186,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c656-3136-343536373830,1005600,-2905.12162,2993.50451,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c65a-3136-343536373830,1005600,-2674.099017,2994.594153,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c65e-3136-343536373830,1005600,-2691.816527,2997.770601,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c662-3136-343536373830,1006007,-2798.827563,3013.361713,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c6a1-3136-343536373830,1005600,-3522.577992,2977.624586,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c6a5-3136-343536373830,1005600,-3505.001656,2981.506909,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c6a9-3136-343536373830,1005600,-3273.979053,2982.596552,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c6ad-3136-343536373830,1005600,-3291.696563,2985.773,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c6b1-3136-343536373830,1006007,-3398.707599,3001.364113,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c6f0-3136-343536373830,1005600,-4122.458028,2965.626985,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c6f4-3136-343536373830,1005600,-4104.881692,2969.509308,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c6f8-3136-343536373830,1005600,-3873.859089,2970.598952,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c6fc-3136-343536373830,1005600,-3891.576599,2973.7754,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c700-3136-343536373830,1006007,-3998.587635,2989.366512,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c73f-3136-343536373830,1005600,-4722.338064,2953.629385,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c743-3136-343536373830,1005600,-4704.761728,2957.511708,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c747-3136-343536373830,1005600,-4473.739125,2958.601351,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c74b-3136-343536373830,1005600,-4491.456635,2961.777799,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c74f-3136-343536373830,1006007,-4598.467671,2977.368912,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c78e-3136-343536373830,1005600,-5322.2181,2941.631784,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c792-3136-343536373830,1005600,-5304.641764,2945.514107,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c796-3136-343536373830,1005600,-5073.619161,2946.603751,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c79a-3136-343536373830,1005600,-5091.336671,2949.780198,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c79e-3136-343536373830,1006007,-5198.347707,2965.371311,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c7dd-3136-343536373830,1005600,-5922.098136,2929.634183,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c7e1-3136-343536373830,1005600,-5904.5218,2933.516507,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c7e5-3136-343536373830,1005600,-5673.499197,2934.60615,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c7e9-3136-343536373830,1005600,-5691.216707,2937.782598,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c7ed-3136-343536373830,1006007,-5798.227743,2953.37371,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c82c-3136-343536373830,1005600,-6521.978172,2917.636583,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c830-3136-343536373830,1005600,-6504.401836,2921.518906,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c834-3136-343536373830,1005600,-6273.379233,2922.608549,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c838-3136-343536373830,1005600,-6291.096743,2925.784997,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c83c-3136-343536373830,1006007,-6398.107779,2941.37611,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c87b-3136-343536373830,1005600,-7121.858208,2905.638982,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c87f-3136-343536373830,1005600,-7104.281872,2909.521305,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c883-3136-343536373830,1005600,-6873.259269,2910.610949,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c887-3136-343536373830,1005600,-6890.976779,2913.787397,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c88b-3136-343536373830,1006007,-6997.987815,2929.378509,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c8ca-3136-343536373830,1005600,-7721.738244,2893.641382,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c8ce-3136-343536373830,1005600,-7704.161908,2897.523705,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c8d2-3136-343536373830,1005600,-7473.139305,2898.613348,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c8d6-3136-343536373830,1005600,-7490.856815,2901.789796,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c8da-3136-343536373830,1006007,-7597.867851,2917.380909,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c919-3136-343536373830,1005600,-8321.61828,2881.643781,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c91d-3136-343536373830,1005600,-8304.041944,2885.526104,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c921-3136-343536373830,1005600,-8073.019341,2886.615748,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c925-3136-343536373830,1005600,-8090.736851,2889.792195,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c929-3136-343536373830,1006007,-8197.747887,2905.383308,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c968-3136-343536373830,1005600,-8921.498315,2869.64618,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c96c-3136-343536373830,1005600,-8903.92198,2873.528504,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c970-3136-343536373830,1005600,-8672.899377,2874.618147,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c974-3136-343536373830,1005600,-8690.616887,2877.794595,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c978-3136-343536373830,1006007,-8797.627923,2893.385707,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-c9b7-3136-343536373830,1005600,-9521.338359,2855.64898,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c9bb-3136-343536373830,1005600,-9503.762024,2859.531303,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c9bf-3136-343536373830,1005600,-9272.739421,2860.620946,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-c9c3-3136-343536373830,1005600,-9290.456931,2863.797394,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-c9c7-3136-343536373830,1006007,-9397.467967,2879.388507,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-ca0b-3136-343536373830,1005600,-10121.2184,2843.651379,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ca0f-3136-343536373830,1005600,-10103.64206,2847.533702,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ca13-3136-343536373830,1005600,-9872.619457,2848.623346,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ca17-3136-343536373830,1005600,-9890.336967,2851.799794,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-ca1b-3136-343536373830,1006007,-9997.348003,2867.390906,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-ca5f-3136-343536373830,1005600,-10721.09843,2831.653779,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ca63-3136-343536373830,1005600,-10703.5221,2835.536102,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ca67-3136-343536373830,1005600,-10472.49949,2836.625745,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ca6b-3136-343536373830,1005600,-10490.217,2839.802193,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-ca6f-3136-343536373830,1006007,-10597.22804,2855.393306,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cab3-3136-343536373830,1005600,-11320.97847,2819.656178,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cab7-3136-343536373830,1005600,-11303.40213,2823.538501,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cabb-3136-343536373830,1005600,-11072.37953,2824.628144,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cabf-3136-343536373830,1005600,-11090.09704,2827.804592,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cac3-3136-343536373830,1006007,-11197.10808,2843.395705,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cb07-3136-343536373830,1005600,-11920.8585,2807.658577,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cb0b-3136-343536373830,1005600,-11903.28217,2811.5409,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cb0f-3136-343536373830,1005600,-11672.25956,2812.630544,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cb13-3136-343536373830,1005600,-11689.97708,2815.806992,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cb17-3136-343536373830,1006007,-11796.98811,2831.398104,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cb5b-3136-343536373830,1005600,-12520.73854,2795.660977,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cb5f-3136-343536373830,1005600,-12503.1622,2799.5433,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cb63-3136-343536373830,1005600,-12272.1396,2800.632943,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cb67-3136-343536373830,1005600,-12289.85711,2803.809391,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cb6b-3136-343536373830,1006007,-12396.86815,2819.400504,63608.34161,5469.282054,307406874.3,66,lm-61
CN,6216f418-0002-cbbe-3136-343536373830,1005600,-13120.61858,2783.663376,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cbc2-3136-343536373830,1005600,-13103.04224,2787.545699,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cbc6-3136-343536373830,1005600,-12872.01964,2788.635343,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cbca-3136-343536373830,1005600,-12889.73715,2791.811791,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cbce-3136-343536373830,1006007,-12996.74818,2807.402903,63608.34161,5469.282054,307406874.3,66,lm-61
CN,6216f418-0002-cc12-3136-343536373830,1005600,-13720.49861,2771.665776,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cc16-3136-343536373830,1005600,-13702.92228,2775.548099,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cc1a-3136-343536373830,1005600,-13471.89967,2776.637742,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cc1e-3136-343536373830,1005600,-13489.61718,2779.81419,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cc22-3136-343536373830,1006007,-13596.62822,2795.405303,63608.34161,5469.282054,307406874.3,66,lm-61
CN,6216f418-0002-cc66-3136-343536373830,1005600,-14320.37865,2759.668175,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cc6a-3136-343536373830,1005600,-14302.80231,2763.550498,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cc6e-3136-343536373830,1005600,-14071.77971,2764.640141,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cc72-3136-343536373830,1005600,-14089.49722,2767.816589,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cc76-3136-343536373830,1006007,-14196.50826,2783.407702,63608.34161,5469.282054,307406874.3,66,lm-61
CN,6216f418-0002-ccba-3136-343536373830,1005600,-14920.25868,2747.670574,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ccbe-3136-343536373830,1005600,-14902.68235,2751.552897,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ccc2-3136-343536373830,1005600,-14671.65974,2752.642541,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-ccc6-3136-343536373830,1005600,-14689.37726,2755.818989,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-ccca-3136-343536373830,1006007,-14796.38829,2771.410101,63608.34161,5469.282054,307406874.3,66,lm-61
CN,6216f418-0002-cd0e-3136-343536373830,1005600,-15520.13872,2735.672974,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cd12-3136-343536373830,1005600,-15502.56238,2739.555297,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cd16-3136-343536373830,1005600,-15271.53978,2740.64494,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cd1a-3136-343536373830,1005600,-15289.25729,2743.821388,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cd1e-3136-343536373830,1006007,-15396.26833,2759.412501,63608.34161,5469.282054,307406874.3,66,lm-61
CN,6216f418-0002-cd53-3136-343536373830,1005600,-15809.9783,2790.78184,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cd57-3136-343536373830,1005600,-15783.98226,2791.30176,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cd70-3136-343536373830,1005600,-16109.91832,2784.78304,50700,18633.33333,515262222.3,12,lm-61
CN,6216f418-0002-cd74-3136-343536373830,1005600,-16083.92228,2785.30296,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cd8d-3136-343536373830,1005600,587.0625888,3097.24055,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cd91-3136-343536373830,1005600,613.0586323,3096.720628,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cdaa-3136-343536373830,1005600,874.4669136,3030.586807,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cdae-3136-343536373830,1005600,892.1844244,3033.763253,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cdb2-3136-343536373830,1005600,1123.065852,3025.614816,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cdb6-3136-343536373830,1005600,1105.489517,3029.497141,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cdba-3136-343536373830,1006007,999.1874506,3049.354515,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cea3-3136-343536373830,1005600,337.1125738,3102.23955,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cea7-3136-343536373830,1005600,363.1086173,3101.719629,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cec0-3136-343536373830,1005600,87.16255882,3107.238551,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cec4-3136-343536373830,1005600,113.1586023,3106.718629,50700,18633.33333,515262222.2,12,lm-61
CN,6216f418-0002-cedd-3136-343536373830,1005600,1474.34695,3018.589206,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cee1-3136-343536373830,1005600,1492.06446,3021.765652,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cee5-3136-343536373830,1005600,1722.945888,3013.617215,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cee9-3136-343536373830,1005600,1705.369553,3017.49954,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-ceed-3136-343536373830,1006007,1599.067487,3037.356915,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cf2c-3136-343536373830,1005600,2074.226986,3006.591606,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cf30-3136-343536373830,1005600,2091.944496,3009.768052,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cf34-3136-343536373830,1005600,2322.825924,3001.619615,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cf38-3136-343536373830,1005600,2305.249589,3005.50194,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cf3c-3136-343536373830,1006007,2198.947523,3025.359314,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cf7b-3136-343536373830,1005600,2674.107022,2994.594005,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cf7f-3136-343536373830,1005600,2691.824532,2997.770451,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cf83-3136-343536373830,1005600,2922.70596,2989.622014,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cf87-3136-343536373830,1005600,2905.129625,2993.504339,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cf8b-3136-343536373830,1006007,2798.827559,3013.361714,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-cfca-3136-343536373830,1005600,3273.987058,2982.596405,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cfce-3136-343536373830,1005600,3291.704568,2985.772851,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cfd2-3136-343536373830,1005600,3522.585996,2977.624414,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-cfd6-3136-343536373830,1005600,3505.009661,2981.506738,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-cfda-3136-343536373830,1006007,3398.707595,3001.364113,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d019-3136-343536373830,1005600,3873.867094,2970.598804,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d01d-3136-343536373830,1005600,3891.584604,2973.77525,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d021-3136-343536373830,1005600,4122.466032,2965.626813,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d025-3136-343536373830,1005600,4104.889697,2969.509138,106000,37766.66667,2329708889,12,lm-61
UR,6216f418-0002-d029-3136-343536373830,1006007,3998.587631,2989.366512,63608.34161,5469.282054,307406874.4,66,lm-61
CN,6216f418-0002-d068-3136-343536373830,1005600,4473.74713,2958.601203,106000,37766.66667,2329708889,12,lm-61
CN,6216f418-0002-d06c-3136-343536373830,1005600,4491.46464,2961.777649,106000,37766.66667,2329708889,12,lm-61
